INSERT INTO Orders (order_id, order_price, order_date, return_date, duration_rent, customer_id, employee_id, payment_id, return_id, car_id) VALUES
('O00892', 500000, '2024-01-28', '2024-02-03', 6, 'CS06485', 'EP006', 'PM00892', 'RT00892', 'C023'),
('O00893', 500000, '2024-12-04', '2024-12-10', 6, 'CS09140', 'EP001', 'PM00893', 'RT00893', 'C014'),
('O00894', 2000000, '2024-07-27', '2024-07-31', 4, 'CS06608', 'EP004', 'PM00894', 'RT00894', 'C087'),
('O00895', 1200000, '2025-12-16', '2025-12-22', 6, 'CS03966', 'EP004', 'PM00895', 'RT00895', 'C029'),
('O00896', 500000, '2025-07-06', '2025-07-08', 2, 'CS03714', 'EP010', 'PM00896', 'RT00896', 'C005'),
('O00897', 1500000, '2025-06-14', '2025-06-20', 6, 'CS04213', 'EP003', 'PM00897', 'RT00897', 'C074'),
('O00898', 200000, '2025-05-27', '2025-06-01', 5, 'CS06431', 'EP009', 'PM00898', 'RT00898', 'C008'),
('O00899', 500000, '2024-10-02', '2024-10-09', 7, 'CS00205', 'EP005', 'PM00899', 'RT00899', 'C085'),
('O00900', 1200000, '2024-12-21', '2024-12-26', 5, 'CS07464', 'EP002', 'PM00900', 'RT00900', 'C074'),
('O00901', 400000, '2024-11-28', '2024-12-02', 4, 'CS07158', 'EP002', 'PM00901', 'RT00901', 'C093'),
('O00902', 500000, '2025-08-29', '2025-09-03', 5, 'CS08982', 'EP003', 'PM00902', 'RT00902', 'C059'),
('O00903', 1500000, '2024-05-03', '2024-05-06', 3, 'CS05047', 'EP005', 'PM00903', 'RT00903', 'C054'),
('O00904', 400000, '2024-01-04', '2024-01-09', 5, 'CS07669', 'EP010', 'PM00904', 'RT00904', 'C047'),
('O00905', 1200000, '2024-03-21', '2024-03-25', 4, 'CS05540', 'EP006', 'PM00905', 'RT00905', 'C068'),
('O00906', 1200000, '2024-07-21', '2024-07-25', 4, 'CS09387', 'EP005', 'PM00906', 'RT00906', 'C046'),
('O00907', 350000, '2025-11-30', '2025-12-04', 4, 'CS01209', 'EP004', 'PM00907', 'RT00907', 'C042'),
('O00908', 700000, '2025-11-25', '2025-11-29', 4, 'CS05769', 'EP009', 'PM00908', 'RT00908', 'C064'),
('O00909', 1750000, '2024-09-17', '2024-09-20', 3, 'CS09405', 'EP006', 'PM00909', 'RT00909', 'C053'),
('O00910', 1200000, '2024-09-02', '2024-09-04', 2, 'CS06830', 'EP006', 'PM00910', 'RT00910', 'C033'),
('O00911', 400000, '2024-08-04', '2024-08-10', 6, 'CS08081', 'EP009', 'PM00911', 'RT00911', 'C050'),
('O00912', 2000000, '2025-02-06', '2025-02-13', 7, 'CS02937', 'EP009', 'PM00912', 'RT00912', 'C062'),
('O00913', 2000000, '2025-01-20', '2025-01-26', 6, 'CS01673', 'EP007', 'PM00913', 'RT00913', 'C030'),
('O00914', 1500000, '2024-07-19', '2024-07-24', 5, 'CS05304', 'EP006', 'PM00914', 'RT00914', 'C017'),
('O00915', 900000, '2024-07-28', '2024-07-31', 3, 'CS00979', 'EP008', 'PM00915', 'RT00915', 'C074'),
('O00916', 400000, '2024-08-10', '2024-08-12', 2, 'CS06140', 'EP010', 'PM00916', 'RT00916', 'C073'),
('O00917', 1750000, '2025-10-07', '2025-10-12', 5, 'CS06071', 'EP008', 'PM00917', 'RT00917', 'C047'),
('O00918', 350000, '2024-12-09', '2024-12-15', 6, 'CS00875', 'EP003', 'PM00918', 'RT00918', 'C010'),
('O00919', 1200000, '2025-10-14', '2025-10-19', 5, 'CS03644', 'EP010', 'PM00919', 'RT00919', 'C011'),
('O00920', 900000, '2024-07-06', '2024-07-08', 2, 'CS00538', 'EP009', 'PM00920', 'RT00920', 'C031'),
('O00921', 1750000, '2024-06-30', '2024-07-03', 3, 'CS03652', 'EP006', 'PM00921', 'RT00921', 'C044'),
('O00922', 200000, '2025-11-15', '2025-11-17', 2, 'CS06062', 'EP006', 'PM00922', 'RT00922', 'C030'),
('O00923', 1500000, '2024-09-12', '2024-09-17', 5, 'CS04536', 'EP002', 'PM00923', 'RT00923', 'C022'),
('O00924', 350000, '2025-01-20', '2025-01-26', 6, 'CS08748', 'EP009', 'PM00924', 'RT00924', 'C012'),
('O00925', 700000, '2024-11-30', '2024-12-07', 7, 'CS06034', 'EP008', 'PM00925', 'RT00925', 'C099'),
('O00926', 700000, '2025-07-02', '2025-07-03', 1, 'CS05157', 'EP008', 'PM00926', 'RT00926', 'C096'),
('O00927', 200000, '2024-08-30', '2024-09-05', 6, 'CS00604', 'EP007', 'PM00927', 'RT00927', 'C091'),
('O00928', 400000, '2025-07-18', '2025-07-23', 5, 'CS06533', 'EP003', 'PM00928', 'RT00928', 'C069'),
('O00929', 350000, '2025-09-12', '2025-09-16', 4, 'CS05787', 'EP005', 'PM00929', 'RT00929', 'C093'),
('O00930', 1750000, '2025-05-18', '2025-05-24', 6, 'CS06234', 'EP003', 'PM00930', 'RT00930', 'C082'),
('O00931', 1750000, '2024-11-11', '2024-11-13', 2, 'CS02969', 'EP007', 'PM00931', 'RT00931', 'C051'),
('O00932', 1750000, '2025-12-20', '2025-12-21', 1, 'CS07897', 'EP005', 'PM00932', 'RT00932', 'C074'),
('O00933', 400000, '2025-07-01', '2025-07-08', 7, 'CS04850', 'EP003', 'PM00933', 'RT00933', 'C020'),
('O00934', 1200000, '2024-03-18', '2024-03-24', 6, 'CS02892', 'EP008', 'PM00934', 'RT00934', 'C064'),
('O00935', 1200000, '2025-09-24', '2025-09-30', 6, 'CS03797', 'EP003', 'PM00935', 'RT00935', 'C051'),
('O00936', 1200000, '2025-01-15', '2025-01-17', 2, 'CS06198', 'EP004', 'PM00936', 'RT00936', 'C025'),
('O00937', 1200000, '2024-01-16', '2024-01-20', 4, 'CS02070', 'EP010', 'PM00937', 'RT00937', 'C016'),
('O00938', 500000, '2024-02-21', '2024-02-28', 7, 'CS05872', 'EP003', 'PM00938', 'RT00938', 'C088'),
('O00939', 900000, '2025-01-28', '2025-01-29', 1, 'CS01091', 'EP006', 'PM00939', 'RT00939', 'C062'),
('O00940', 400000, '2024-10-06', '2024-10-07', 1, 'CS02129', 'EP004', 'PM00940', 'RT00940', 'C042'),
('O00941', 1750000, '2024-12-31', '2025-01-07', 7, 'CS08682', 'EP010', 'PM00941', 'RT00941', 'C020'),
('O00942', 350000, '2025-10-06', '2025-10-09', 3, 'CS07796', 'EP004', 'PM00942', 'RT00942', 'C091'),
('O00943', 200000, '2025-11-13', '2025-11-20', 7, 'CS07767', 'EP003', 'PM00943', 'RT00943', 'C065'),
('O00944', 350000, '2024-03-17', '2024-03-24', 7, 'CS00375', 'EP001', 'PM00944', 'RT00944', 'C012'),
('O00945', 1750000, '2025-07-19', '2025-07-25', 6, 'CS02044', 'EP003', 'PM00945', 'RT00945', 'C036'),
('O00946', 1200000, '2024-02-02', '2024-02-06', 4, 'CS09534', 'EP009', 'PM00946', 'RT00946', 'C067'),
('O00947', 700000, '2025-03-27', '2025-04-02', 6, 'CS01784', 'EP009', 'PM00947', 'RT00947', 'C064'),
('O00948', 900000, '2024-09-01', '2024-09-06', 5, 'CS01466', 'EP002', 'PM00948', 'RT00948', 'C041'),
('O00949', 700000, '2025-09-24', '2025-09-26', 2, 'CS03390', 'EP010', 'PM00949', 'RT00949', 'C004'),
('O00950', 900000, '2025-09-24', '2025-09-26', 2, 'CS04447', 'EP004', 'PM00950', 'RT00950', 'C082'),
('O00951', 1500000, '2025-04-02', '2025-04-04', 2, 'CS08021', 'EP008', 'PM00951', 'RT00951', 'C073'),
('O00952', 400000, '2025-02-24', '2025-02-26', 2, 'CS04513', 'EP009', 'PM00952', 'RT00952', 'C001'),
('O00953', 500000, '2024-09-27', '2024-09-28', 1, 'CS03838', 'EP007', 'PM00953', 'RT00953', 'C009'),
('O00954', 900000, '2024-11-02', '2024-11-08', 6, 'CS00832', 'EP003', 'PM00954', 'RT00954', 'C089'),
('O00955', 350000, '2024-06-22', '2024-06-25', 3, 'CS09243', 'EP007', 'PM00955', 'RT00955', 'C039'),
('O00956', 200000, '2024-07-20', '2024-07-22', 2, 'CS01592', 'EP009', 'PM00956', 'RT00956', 'C085'),
('O00957', 400000, '2024-09-21', '2024-09-24', 3, 'CS02307', 'EP002', 'PM00957', 'RT00957', 'C084'),
('O00958', 700000, '2025-05-25', '2025-05-30', 5, 'CS01601', 'EP010', 'PM00958', 'RT00958', 'C042'),
('O00959', 200000, '2025-03-25', '2025-03-27', 2, 'CS06589', 'EP002', 'PM00959', 'RT00959', 'C053'),
('O00960', 200000, '2025-06-20', '2025-06-27', 7, 'CS06994', 'EP008', 'PM00960', 'RT00960', 'C005'),
('O00961', 200000, '2025-03-06', '2025-03-13', 7, 'CS08781', 'EP005', 'PM00961', 'RT00961', 'C015'),
('O00962', 2000000, '2025-10-10', '2025-10-17', 7, 'CS09141', 'EP007', 'PM00962', 'RT00962', 'C042'),
('O00963', 200000, '2025-01-27', '2025-01-28', 1, 'CS07052', 'EP005', 'PM00963', 'RT00963', 'C049'),
('O00964', 500000, '2025-11-05', '2025-11-09', 4, 'CS03783', 'EP010', 'PM00964', 'RT00964', 'C078'),
('O00965', 500000, '2025-02-07', '2025-02-14', 7, 'CS06196', 'EP006', 'PM00965', 'RT00965', 'C096'),
('O00966', 900000, '2024-05-13', '2024-05-14', 1, 'CS09002', 'EP002', 'PM00966', 'RT00966', 'C018'),
('O00967', 1500000, '2025-10-01', '2025-10-08', 7, 'CS04252', 'EP006', 'PM00967', 'RT00967', 'C075'),
('O00968', 500000, '2025-04-01', '2025-04-06', 5, 'CS02572', 'EP010', 'PM00968', 'RT00968', 'C037'),
('O00969', 500000, '2025-03-31', '2025-04-07', 7, 'CS09528', 'EP009', 'PM00969', 'RT00969', 'C053'),
('O00970', 350000, '2025-07-28', '2025-08-04', 7, 'CS05895', 'EP010', 'PM00970', 'RT00970', 'C031'),
('O00971', 200000, '2025-07-05', '2025-07-11', 6, 'CS01891', 'EP002', 'PM00971', 'RT00971', 'C077'),
('O00972', 700000, '2025-06-04', '2025-06-10', 6, 'CS07371', 'EP004', 'PM00972', 'RT00972', 'C097'),
('O00973', 900000, '2025-03-14', '2025-03-19', 5, 'CS02630', 'EP008', 'PM00973', 'RT00973', 'C072'),
('O00974', 1200000, '2025-11-05', '2025-11-08', 3, 'CS04213', 'EP005', 'PM00974', 'RT00974', 'C021'),
('O00975', 700000, '2025-11-05', '2025-11-07', 2, 'CS09082', 'EP003', 'PM00975', 'RT00975', 'C011'),
('O00976', 400000, '2025-01-01', '2025-01-04', 3, 'CS04056', 'EP010', 'PM00976', 'RT00976', 'C042'),
('O00977', 500000, '2025-09-27', '2025-09-30', 3, 'CS06655', 'EP003', 'PM00977', 'RT00977', 'C091'),
('O00978', 900000, '2024-07-01', '2024-07-02', 1, 'CS09507', 'EP004', 'PM00978', 'RT00978', 'C006'),
('O00979', 200000, '2025-02-04', '2025-02-08', 4, 'CS07674', 'EP006', 'PM00979', 'RT00979', 'C057'),
('O00980', 1200000, '2025-10-11', '2025-10-17', 6, 'CS02417', 'EP009', 'PM00980', 'RT00980', 'C026'),
('O00981', 700000, '2024-10-17', '2024-10-20', 3, 'CS08748', 'EP010', 'PM00981', 'RT00981', 'C036'),
('O00982', 200000, '2025-12-20', '2025-12-22', 2, 'CS00659', 'EP001', 'PM00982', 'RT00982', 'C090'),
('O00983', 900000, '2025-06-06', '2025-06-10', 4, 'CS08870', 'EP002', 'PM00983', 'RT00983', 'C073'),
('O00984', 1500000, '2025-06-08', '2025-06-14', 6, 'CS00007', 'EP008', 'PM00984', 'RT00984', 'C026'),
('O00985', 350000, '2025-05-01', '2025-05-06', 5, 'CS08175', 'EP005', 'PM00985', 'RT00985', 'C077'),
('O00986', 1750000, '2025-04-01', '2025-04-07', 6, 'CS00061', 'EP009', 'PM00986', 'RT00986', 'C004'),
('O00987', 500000, '2024-11-21', '2024-11-28', 7, 'CS02832', 'EP006', 'PM00987', 'RT00987', 'C058'),
('O00988', 1500000, '2025-09-04', '2025-09-06', 2, 'CS05132', 'EP010', 'PM00988', 'RT00988', 'C009'),
('O00989', 350000, '2025-01-01', '2025-01-03', 2, 'CS09145', 'EP007', 'PM00989', 'RT00989', 'C005'),
('O00990', 400000, '2025-11-21', '2025-11-22', 1, 'CS02777', 'EP006', 'PM00990', 'RT00990', 'C005'),
('O00991', 700000, '2025-09-04', '2025-09-09', 5, 'CS06220', 'EP007', 'PM00991', 'RT00991', 'C094'),
('O00992', 700000, '2025-11-02', '2025-11-06', 4, 'CS02870', 'EP004', 'PM00992', 'RT00992', 'C087'),
('O00993', 350000, '2025-09-14', '2025-09-20', 6, 'CS07960', 'EP006', 'PM00993', 'RT00993', 'C038'),
('O00994', 2000000, '2025-08-22', '2025-08-29', 7, 'CS08334', 'EP004', 'PM00994', 'RT00994', 'C087'),
('O00995', 900000, '2025-02-28', '2025-03-05', 5, 'CS02269', 'EP007', 'PM00995', 'RT00995', 'C084'),
('O00996', 1750000, '2025-10-30', '2025-11-03', 4, 'CS01112', 'EP005', 'PM00996', 'RT00996', 'C077'),
('O00997', 700000, '2025-08-24', '2025-08-27', 3, 'CS03374', 'EP002', 'PM00997', 'RT00997', 'C038'),
('O00998', 1500000, '2024-11-23', '2024-11-28', 5, 'CS06046', 'EP010', 'PM00998', 'RT00998', 'C056'),
('O00999', 900000, '2024-08-26', '2024-08-30', 4, 'CS06899', 'EP009', 'PM00999', 'RT00999', 'C009'),
('O01000', 500000, '2025-02-17', '2025-02-23', 6, 'CS08411', 'EP002', 'PM01000', 'RT01000', 'C024');
